O2Mix_ID,Protocol_ID,Lot_ID,DateTime,FlowRate_sccm,Pressure_psi,O2_Purity_%,Temperature_C,Valve_Status,Status,Operator_ID,Machine_ID,Remarks
O2M00490,PRT001,LOT101,8/27/25 0:45,145,36,98,25,Open,Success,OP101,GMC03,Flow error
O2M00491,PRT002,LOT102,8/27/25 0:50,112,34.2,99,27,Open,Success,OP101,GMC02,Check supply
O2M00492,PRT002,LOT100,8/27/25 0:55,123,35.3,99.8,24.9,Closed,Success,OP102,GMC03,Stable
O2M00493,PRT003,LOT102,8/27/25 1:00,127,36.6,99.4,26.5,Closed,Success,OP103,GMC03,Check supply
O2M00494,PRT001,LOT101,8/27/25 1:05,101,35.5,98.4,25.4,Closed,Success,OP102,GMC02,Flow error
O2M00495,PRT001,LOT101,8/27/25 1:10,150,36.6,98.9,24.1,Closed,Success,OP101,GMC02,Stable
O2M00496,PRT001,LOT100,8/27/25 1:15,133,36,99.8,24.6,Closed,Success,OP102,GMC02,Leak detected
O2M00497,PRT001,LOT102,8/27/25 1:20,122,35.4,99.1,26.6,Closed,Success,OP102,GMC01,Leak detected
O2M00498,PRT002,LOT100,8/27/25 1:25,146,36.8,99.5,24.1,Closed,Success,OP101,GMC02,Flow error
O2M00499,PRT002,LOT100,8/27/25 1:30,150,35.3,98.3,23,Open,Success,OP103,GMC01,Check supply
O2M00500,PRT002,LOT100,8/27/25 1:35,147,36.2,98.6,24.4,Closed,Success,OP101,GMC03,Check supply
O2M00501,PRT001,LOT101,8/27/25 1:40,108,35,99.8,25.2,Closed,Success,OP102,GMC01,Leak detected
O2M00502,PRT003,LOT101,8/27/25 1:45,122,35.8,99.5,23.6,Closed,Success,OP102,GMC02,Check supply
O2M00503,PRT002,LOT100,8/27/25 1:50,135,35.1,98.4,24,Closed,Success,OP102,GMC03,Stable
O2M00504,PRT002,LOT101,8/27/25 1:55,144,35.6,98.3,25.5,Open,Success,OP102,GMC01,Check supply
O2M00505,PRT002,LOT102,8/27/25 2:00,115,35.8,99,27,Open,Success,OP103,GMC02,Leak detected
O2M00506,PRT002,LOT102,8/27/25 2:05,114,36.6,98.2,25.1,Open,Success,OP102,GMC02,Leak detected
O2M00507,PRT003,LOT100,8/27/25 2:10,110,36,98.2,23.9,Open,Success,OP103,GMC01,Leak detected
O2M00508,PRT001,LOT102,8/27/25 2:15,111,34,99.2,26.9,Closed,Success,OP101,GMC01,Stable
O2M00509,PRT003,LOT102,8/27/25 2:20,112,36.8,98.8,26.9,Open,Success,OP102,GMC02,Stable
O2M00510,PRT001,LOT100,8/27/25 2:25,141,35.6,98.1,25.1,Open,Success,OP101,GMC02,Stable
O2M00511,PRT003,LOT101,8/27/25 2:30,125,34.3,99.3,23.4,Closed,Success,OP103,GMC02,Check supply
O2M00512,PRT003,LOT102,8/27/25 2:35,144,36,99.4,25.8,Open,Success,OP102,GMC01,Flow error
O2M00513,PRT003,LOT101,8/27/25 2:40,110,35.2,99.8,24.1,Closed,Success,OP102,GMC01,Stable
O2M00514,PRT002,LOT101,8/27/25 2:45,135,35.7,99.2,25.1,Closed,Success,OP103,GMC02,Stable
O2M00515,PRT001,LOT101,8/27/25 2:50,147,35.3,98.8,24.5,Open,Success,OP102,GMC02,Leak detected
O2M00516,PRT003,LOT100,8/27/25 2:55,122,36.7,99.4,23,Open,Success,OP103,GMC03,Check supply
O2M00517,PRT001,LOT102,8/27/25 3:00,143,34.2,99.9,24.1,Open,Success,OP101,GMC03,Stable
O2M00518,PRT001,LOT102,8/27/25 3:05,113,36.6,98.1,26.4,Closed,Success,OP101,GMC03,Check supply
O2M00519,PRT002,LOT100,8/27/25 3:10,139,36.4,98.5,26.5,Closed,Success,OP102,GMC03,Check supply
O2M00520,PRT003,LOT102,8/27/25 3:15,136,34.5,99.5,23.2,Open,Success,OP103,GMC01,Check supply
O2M00521,PRT002,LOT101,8/27/25 3:20,122,35.6,98.8,25.5,Open,Success,OP103,GMC01,Flow error
O2M00522,PRT001,LOT102,8/27/25 3:25,150,35.3,98.6,24.8,Closed,Success,OP102,GMC02,Flow error
O2M00523,PRT002,LOT101,8/27/25 3:30,120,35.9,99,25.2,Open,Success,OP103,GMC02,Leak detected
O2M00524,PRT002,LOT100,8/27/25 3:35,145,36.3,99.3,25.2,Open,Success,OP102,GMC01,Stable
O2M00525,PRT002,LOT101,8/27/25 3:40,127,35.6,98.9,25.6,Closed,Success,OP102,GMC01,Leak detected
O2M00526,PRT002,LOT101,8/27/25 3:45,150,34.3,99.9,23.6,Closed,Success,OP103,GMC02,Stable
O2M00527,PRT001,LOT102,8/27/25 3:50,143,34.1,98.8,26.7,Closed,Success,OP101,GMC02,Leak detected
O2M00528,PRT001,LOT101,8/27/25 3:55,119,35.6,99.9,23.5,Open,Success,OP101,GMC02,Check supply
O2M00529,PRT002,LOT101,8/27/25 4:00,106,34.6,99.8,23.2,Open,Success,OP102,GMC01,Check supply
O2M00530,PRT001,LOT101,8/27/25 4:05,136,36.3,99.5,23.6,Open,Success,OP102,GMC01,Stable
O2M00531,PRT002,LOT100,8/27/25 4:10,120,35.8,99.4,23.3,Open,Success,OP103,GMC03,Stable
O2M00532,PRT003,LOT100,8/27/25 4:15,138,36.4,99.1,25.5,Closed,Success,OP101,GMC02,Check supply
O2M00533,PRT001,LOT102,8/27/25 4:20,102,34.5,98.5,23.3,Closed,Success,OP101,GMC01,Stable
O2M00534,PRT001,LOT102,8/27/25 4:25,136,34.5,99.3,24.8,Open,Success,OP102,GMC01,Check supply
O2M00535,PRT001,LOT102,8/27/25 4:30,136,34.8,98.7,26,Closed,Success,OP101,GMC03,Flow error
O2M00536,PRT001,LOT102,8/27/25 4:35,118,35.2,99.3,24.8,Closed,Success,OP102,GMC03,Stable
O2M00537,PRT003,LOT101,8/27/25 4:40,129,35.6,99.3,23.4,Open,Fail,OP103,GMC01,Stable
O2M00538,PRT001,LOT101,8/27/25 4:45,111,34.8,100,23.7,Closed,Success,OP102,GMC03,Stable
O2M00539,PRT002,LOT101,8/27/25 4:50,141,34,99,26.8,Closed,Success,OP102,GMC03,Check supply
O2M00540,PRT003,LOT100,8/27/25 4:55,132,35.9,98.4,26.9,Open,Success,OP101,GMC02,Leak detected
O2M00541,PRT001,LOT100,8/27/25 5:00,146,34.7,99.1,26.3,Open,Success,OP101,GMC03,Check supply
O2M00542,PRT001,LOT102,8/27/25 5:05,133,35,98,23.1,Closed,Success,OP102,GMC02,Stable
O2M00543,PRT001,LOT100,8/27/25 5:10,123,34.9,99.4,23.1,Closed,Success,OP103,GMC02,Leak detected
O2M00544,PRT003,LOT102,8/27/25 5:15,101,35.7,98.5,24,Open,Success,OP102,GMC01,Flow error
O2M00545,PRT002,LOT100,8/27/25 5:20,116,35.3,99,26.1,Open,Success,OP103,GMC02,Leak detected
O2M00546,PRT001,LOT102,8/27/25 5:25,135,36.7,98.3,25.5,Open,Success,OP103,GMC01,Leak detected
O2M00547,PRT001,LOT102,8/27/25 5:30,139,34.6,98.8,24.9,Open,Success,OP102,GMC03,Check supply
O2M00548,PRT002,LOT102,8/27/25 5:35,136,34.1,98.6,23.4,Open,Success,OP101,GMC01,Check supply
O2M00549,PRT002,LOT100,8/27/25 5:40,145,35.1,98.9,26.5,Open,Success,OP102,GMC03,Stable
O2M00550,PRT003,LOT102,8/27/25 5:45,137,34.4,99.5,23,Open,Success,OP101,GMC03,Stable
O2M00551,PRT001,LOT101,8/27/25 5:50,107,35.9,98.6,25.4,Closed,Success,OP101,GMC03,Flow error
O2M00552,PRT002,LOT101,8/27/25 5:55,114,35.7,98.2,24.2,Closed,Success,OP103,GMC01,Flow error
O2M00553,PRT001,LOT102,8/27/25 6:00,103,34.1,98.5,24.6,Open,Success,OP102,GMC03,Flow error
O2M00554,PRT001,LOT102,8/27/25 6:05,143,36.1,99.4,23.6,Open,Success,OP101,GMC02,Stable
O2M00555,PRT001,LOT102,8/27/25 6:10,129,35.4,98.1,23.8,Open,Success,OP101,GMC02,Check supply
O2M00556,PRT001,LOT100,8/27/25 6:15,146,35.8,99.4,27,Open,Success,OP103,GMC02,Check supply
O2M00557,PRT003,LOT100,8/27/25 6:20,111,36.7,99.3,24,Open,Success,OP103,GMC03,Leak detected
O2M00558,PRT002,LOT100,8/27/25 6:25,142,34.8,98.2,26.4,Closed,Success,OP103,GMC02,Flow error
O2M00559,PRT001,LOT101,8/27/25 6:30,123,34.1,98,26.4,Open,Success,OP101,GMC03,Check supply
O2M00560,PRT003,LOT101,8/27/25 6:35,111,34.7,99.4,26.6,Closed,Success,OP103,GMC03,Leak detected
O2M00561,PRT003,LOT101,8/27/25 6:40,119,34.4,99.2,23.1,Closed,Success,OP102,GMC01,Leak detected
O2M00562,PRT001,LOT102,8/27/25 6:45,142,34.3,98.2,26.2,Closed,Success,OP103,GMC03,Flow error
O2M00563,PRT001,LOT102,8/27/25 6:50,102,34.5,100,24.4,Open,Success,OP103,GMC02,Flow error
O2M00564,PRT001,LOT101,8/27/25 6:55,130,36.3,98.8,26.9,Closed,Success,OP103,GMC02,Stable
O2M00565,PRT001,LOT101,8/27/25 7:00,148,34.9,98.1,24.3,Open,Success,OP102,GMC01,Check supply
O2M00566,PRT001,LOT102,8/27/25 7:05,111,35,99,23.8,Closed,Success,OP101,GMC01,Flow error
O2M00567,PRT001,LOT100,8/27/25 7:10,116,36.9,98.7,26.9,Closed,Success,OP102,GMC02,Stable
O2M00568,PRT001,LOT100,8/27/25 7:15,101,36.6,100,24.7,Open,Success,OP102,GMC02,Flow error
O2M00569,PRT002,LOT101,8/27/25 7:20,116,35.8,99.5,26.8,Closed,Success,OP102,GMC03,Stable
O2M00570,PRT001,LOT100,8/27/25 7:25,110,36.4,99.6,25.3,Closed,Success,OP102,GMC02,Check supply
O2M00571,PRT003,LOT101,8/27/25 7:30,150,35.1,99.6,23.7,Open,Success,OP101,GMC02,Flow error
O2M00572,PRT003,LOT101,8/27/25 7:35,113,35,99.7,24.4,Open,Success,OP103,GMC02,Flow error
O2M00573,PRT001,LOT102,8/27/25 7:40,110,35.7,98.5,25.5,Open,Success,OP101,GMC01,Flow error
O2M00574,PRT002,LOT100,8/27/25 7:45,112,34.9,98.5,26.7,Closed,Success,OP101,GMC03,Stable
O2M00575,PRT002,LOT100,8/27/25 7:50,135,35.4,98.8,24.6,Closed,Success,OP102,GMC03,Stable
O2M00576,PRT002,LOT100,8/27/25 7:55,149,35.1,98.7,26,Closed,Success,OP102,GMC03,Check supply
O2M00577,PRT003,LOT102,8/27/25 8:00,140,34.9,98.3,26.6,Closed,Success,OP101,GMC01,Stable
O2M00578,PRT001,LOT100,8/27/25 8:05,133,35.8,98.6,23.2,Closed,Success,OP103,GMC01,Leak detected
O2M00579,PRT002,LOT101,8/27/25 8:10,116,35.5,99.8,24.1,Closed,Success,OP101,GMC01,Leak detected
O2M00580,PRT001,LOT100,8/27/25 8:15,110,36.9,99.9,26.6,Closed,Success,OP101,GMC01,Stable
O2M00581,PRT001,LOT102,8/27/25 8:20,139,34.3,98.5,23.7,Closed,Success,OP101,GMC01,Check supply
O2M00582,PRT001,LOT100,8/27/25 8:25,123,36.9,99.5,24.7,Open,Success,OP101,GMC03,Stable
O2M00583,PRT001,LOT102,8/27/25 8:30,127,34.2,99.4,25,Open,Success,OP101,GMC01,Leak detected
O2M00584,PRT003,LOT100,8/27/25 8:35,119,35.3,98.8,24.9,Closed,Success,OP103,GMC01,Flow error
O2M00585,PRT002,LOT102,8/27/25 8:40,125,34.1,98.6,24.3,Open,Success,OP103,GMC02,Stable
O2M00586,PRT001,LOT102,8/27/25 8:45,125,34.4,98.6,25.7,Open,Success,OP101,GMC02,Leak detected
O2M00587,PRT001,LOT101,8/27/25 8:50,127,36.2,99.5,26.2,Open,Success,OP102,GMC02,Stable
O2M00588,PRT003,LOT102,8/27/25 8:55,119,36.5,99.1,25.8,Open,Success,OP102,GMC03,Check supply
O2M00589,PRT002,LOT101,8/27/25 9:00,112,36.3,98.2,24.9,Open,Success,OP102,GMC02,Check supply
O2M00590,PRT002,LOT101,8/27/25 9:05,124,34.8,98.3,25,Closed,Success,OP102,GMC01,Stable
O2M00591,PRT001,LOT101,8/27/25 9:10,142,35.4,99.4,26.5,Closed,Success,OP103,GMC03,Flow error
O2M00592,PRT003,LOT101,8/27/25 9:15,120,36.9,99.5,26.4,Open,Success,OP103,GMC03,Check supply
O2M00593,PRT002,LOT102,8/27/25 9:20,149,34.2,98.2,26.3,Open,Success,OP101,GMC01,Leak detected
O2M00594,PRT002,LOT102,8/27/25 9:25,143,36.7,99.9,24.5,Closed,Success,OP102,GMC01,Check supply
O2M00595,PRT001,LOT101,8/27/25 9:30,101,34.6,98.2,26.4,Open,Success,OP101,GMC02,Leak detected
O2M00596,PRT001,LOT102,8/27/25 9:35,129,35.2,99.8,23.5,Closed,Success,OP103,GMC01,Flow error
O2M00597,PRT003,LOT102,8/27/25 9:40,140,34.5,98.5,24.7,Open,Success,OP102,GMC02,Check supply
O2M00598,PRT003,LOT100,8/27/25 9:45,146,36,99.6,23.9,Open,Success,OP103,GMC01,Leak detected
O2M00599,PRT003,LOT101,8/27/25 9:50,149,36.9,98.5,26.5,Open,Success,OP103,GMC03,Stable
O2M00600,PRT002,LOT101,8/27/25 9:55,123,34.8,98.3,26.8,Open,Success,OP102,GMC02,Leak detected
O2M00601,PRT001,LOT102,8/27/25 10:00,103,34.6,98,24,Closed,Success,OP102,GMC03,Flow error
O2M00602,PRT003,LOT102,8/27/25 10:05,103,34.1,99.6,23.5,Closed,Success,OP102,GMC03,Check supply
O2M00603,PRT001,LOT100,8/27/25 10:10,149,34.9,99.4,25,Open,Success,OP103,GMC01,Check supply
O2M00604,PRT003,LOT100,8/27/25 10:15,138,34.4,99.1,25.3,Open,Success,OP102,GMC02,Stable
O2M00605,PRT002,LOT101,8/27/25 10:20,115,35.3,99.6,23.2,Open,Success,OP102,GMC03,Check supply
O2M00606,PRT001,LOT102,8/27/25 10:25,114,34,99.9,23.2,Closed,Success,OP101,GMC01,Check supply
O2M00607,PRT001,LOT101,8/27/25 10:30,147,36.2,99.4,24.5,Closed,Success,OP102,GMC02,Flow error
O2M00608,PRT001,LOT102,8/27/25 10:35,130,36.6,99.6,26.3,Closed,Success,OP102,GMC01,Stable
O2M00609,PRT002,LOT101,8/27/25 10:40,113,35.6,99.3,25.7,Closed,Success,OP103,GMC03,Flow error
O2M00610,PRT001,LOT100,8/27/25 10:45,120,36.6,98.8,26.9,Closed,Success,OP101,GMC01,Check supply
O2M00611,PRT003,LOT102,8/27/25 10:50,109,36.4,99.6,24.6,Open,Success,OP102,GMC03,Leak detected
O2M00612,PRT003,LOT100,8/27/25 10:55,149,35.7,98.9,25.6,Closed,Success,OP102,GMC02,Flow error
O2M00613,PRT001,LOT102,8/27/25 11:00,120,36.2,99.1,25.7,Closed,Success,OP101,GMC03,Check supply
O2M00614,PRT002,LOT100,8/27/25 11:05,145,37,99,23.6,Open,Success,OP101,GMC01,Leak detected
O2M00615,PRT003,LOT102,8/27/25 11:10,150,34.9,98.5,23.5,Closed,Success,OP102,GMC03,Leak detected
O2M00616,PRT002,LOT100,8/27/25 11:15,122,36.7,99.6,23.1,Closed,Fail,OP102,GMC03,Check supply
O2M00617,PRT002,LOT100,8/27/25 11:20,122,35.5,98.1,23.5,Closed,Success,OP102,GMC01,Leak detected
O2M00618,PRT001,LOT102,8/27/25 11:25,145,34.6,98.5,26.3,Closed,Success,OP103,GMC02,Flow error
O2M00619,PRT001,LOT101,8/27/25 11:30,105,35.1,98.5,26.5,Closed,Success,OP103,GMC01,Check supply
O2M00620,PRT002,LOT102,8/27/25 11:35,103,35.5,99.1,25.6,Closed,Success,OP101,GMC01,Leak detected
O2M00621,PRT001,LOT102,8/27/25 11:40,108,35.8,98.6,23.8,Closed,Success,OP102,GMC03,Leak detected
O2M00622,PRT002,LOT101,8/27/25 11:45,104,34.2,98,25,Closed,Success,OP101,GMC03,Flow error
O2M00623,PRT001,LOT101,8/27/25 11:50,136,34.1,99.6,23.5,Open,Success,OP101,GMC02,Stable
O2M00624,PRT003,LOT100,8/27/25 11:55,128,37,98.8,24.2,Closed,Success,OP102,GMC03,Leak detected
O2M00625,PRT003,LOT102,8/27/25 12:00,105,35,98.8,23,Closed,Success,OP101,GMC01,Check supply
O2M00626,PRT002,LOT102,8/27/25 12:05,114,36.9,99.9,26.6,Closed,Success,OP103,GMC01,Check supply
O2M00627,PRT002,LOT101,8/27/25 12:10,113,34,99.1,25.7,Open,Success,OP102,GMC02,Stable
O2M00628,PRT002,LOT101,8/27/25 12:15,149,35,98.4,25.8,Open,Success,OP102,GMC02,Check supply
O2M00629,PRT003,LOT102,8/27/25 12:20,147,34.1,98.6,25.6,Open,Success,OP102,GMC02,Check supply
O2M00630,PRT002,LOT102,8/27/25 12:25,109,35.2,98.9,25.6,Open,Success,OP101,GMC03,Leak detected
O2M00631,PRT001,LOT102,8/27/25 12:30,116,34.2,99.9,26.3,Closed,Success,OP102,GMC02,Leak detected
O2M00632,PRT001,LOT101,8/27/25 12:35,147,35.6,99.1,25.3,Closed,Success,OP101,GMC01,Leak detected
O2M00633,PRT001,LOT100,8/27/25 12:40,146,36.1,98.6,24.5,Open,Success,OP103,GMC02,Check supply
O2M00634,PRT003,LOT102,8/27/25 12:45,130,34.4,98.1,25.6,Closed,Success,OP101,GMC01,Leak detected
O2M00635,PRT001,LOT100,8/27/25 12:50,121,34.4,99.7,26.9,Open,Success,OP102,GMC01,Flow error
O2M00636,PRT003,LOT102,8/27/25 12:55,111,35.5,99.8,23.5,Open,Success,OP101,GMC02,Leak detected
O2M00637,PRT002,LOT102,8/27/25 13:00,134,34.3,99.8,25,Open,Success,OP102,GMC02,Stable
O2M00638,PRT002,LOT101,8/27/25 13:05,129,35,98.7,26.1,Closed,Success,OP102,GMC01,Leak detected
O2M00639,PRT002,LOT100,8/27/25 13:10,118,35.6,99.4,26.6,Open,Success,OP102,GMC02,Flow error
O2M00640,PRT002,LOT101,8/27/25 13:15,126,35.2,98.5,26.1,Closed,Success,OP103,GMC01,Leak detected
O2M00641,PRT003,LOT101,8/27/25 13:20,119,36.5,99.4,24.3,Closed,Success,OP102,GMC02,Stable
O2M00642,PRT001,LOT102,8/27/25 13:25,116,36,98.8,23.1,Closed,Success,OP103,GMC01,Leak detected
O2M00643,PRT003,LOT101,8/27/25 13:30,104,36.1,99.7,23.2,Closed,Success,OP101,GMC02,Check supply
O2M00644,PRT002,LOT101,8/27/25 13:35,112,36.8,98.5,25.9,Open,Success,OP103,GMC03,Leak detected
O2M00645,PRT002,LOT100,8/27/25 13:40,106,35.8,99,26,Closed,Success,OP101,GMC03,Stable
O2M00646,PRT002,LOT100,8/27/25 13:45,145,35.9,99.3,26.7,Closed,Success,OP102,GMC03,Flow error
O2M00647,PRT002,LOT102,8/27/25 13:50,128,35,100,26.1,Open,Success,OP102,GMC03,Check supply
O2M00648,PRT001,LOT102,8/27/25 13:55,113,35,98.3,25.6,Open,Success,OP102,GMC02,Stable
O2M00649,PRT002,LOT100,8/27/25 14:00,118,36,98,23.9,Open,Success,OP102,GMC01,Stable
O2M00650,PRT003,LOT101,8/27/25 14:05,128,34.6,99.4,25.6,Open,Success,OP102,GMC02,Flow error
O2M00651,PRT002,LOT100,8/27/25 14:10,123,34.7,99.1,25.3,Open,Success,OP102,GMC01,Flow error
O2M00652,PRT002,LOT101,8/27/25 14:15,107,36.5,98.8,25.2,Open,Success,OP101,GMC03,Check supply
O2M00653,PRT002,LOT100,8/27/25 14:20,130,36.6,98.1,24.8,Closed,Success,OP103,GMC01,Check supply
O2M00654,PRT002,LOT101,8/27/25 14:25,106,35.2,98.4,24.1,Open,Success,OP103,GMC01,Stable
O2M00655,PRT001,LOT102,8/27/25 14:30,119,34.7,99.6,23.8,Closed,Success,OP103,GMC02,Check supply
O2M00656,PRT002,LOT100,8/27/25 14:35,150,35.8,99.4,24.3,Closed,Success,OP102,GMC03,Check supply
O2M00657,PRT002,LOT102,8/27/25 14:40,107,34.6,99.1,26.2,Open,Success,OP102,GMC01,Leak detected
O2M00658,PRT001,LOT102,8/27/25 14:45,105,36.9,98.9,25.3,Closed,Success,OP103,GMC03,Flow error
O2M00659,PRT002,LOT102,8/27/25 14:50,111,36,98.6,25,Open,Success,OP101,GMC03,Check supply
O2M00660,PRT002,LOT102,8/27/25 14:55,124,36.7,100,24.2,Open,Success,OP103,GMC03,Check supply
O2M00661,PRT001,LOT102,8/27/25 15:00,142,36.7,98.1,24.3,Open,Success,OP101,GMC01,Flow error
O2M00662,PRT003,LOT100,8/27/25 15:05,127,35.7,99.3,26.9,Open,Success,OP101,GMC03,Stable
O2M00663,PRT001,LOT102,8/27/25 15:10,148,35.3,98.3,24.9,Closed,Success,OP103,GMC02,Check supply
O2M00664,PRT001,LOT101,8/27/25 15:15,150,36.3,99.3,24.1,Open,Success,OP102,GMC01,Leak detected
O2M00665,PRT002,LOT102,8/27/25 15:20,113,35.2,98.3,26.5,Open,Success,OP101,GMC03,Stable
O2M00666,PRT002,LOT101,8/27/25 15:25,102,36.6,98.6,26.2,Open,Success,OP103,GMC03,Stable
O2M00667,PRT003,LOT102,8/27/25 15:30,125,36.6,99.3,23.5,Closed,Success,OP102,GMC01,Flow error
O2M00668,PRT001,LOT101,8/27/25 15:35,105,35.1,98.3,23.6,Open,Success,OP101,GMC03,Check supply
O2M00669,PRT003,LOT100,8/27/25 15:40,119,36.5,98.4,26.7,Closed,Success,OP103,GMC02,Flow error
O2M00670,PRT002,LOT101,8/27/25 15:45,137,34.5,98.9,24.2,Open,Success,OP103,GMC02,Stable
O2M00671,PRT001,LOT101,8/27/25 15:50,145,36.6,98.9,25.8,Closed,Success,OP103,GMC02,Stable
O2M00672,PRT003,LOT100,8/27/25 15:55,132,35.1,98.7,26.8,Closed,Success,OP101,GMC03,Stable
O2M00673,PRT002,LOT100,8/27/25 16:00,102,35.3,99.1,25.1,Open,Success,OP103,GMC02,Leak detected
O2M00674,PRT001,LOT101,8/27/25 16:05,120,36.1,99.5,25.8,Open,Success,OP102,GMC01,Check supply
O2M00675,PRT003,LOT100,8/27/25 16:10,109,35.9,98.4,23.9,Open,Success,OP101,GMC01,Check supply
O2M00676,PRT003,LOT100,8/27/25 16:15,108,34.1,99.1,23.8,Open,Success,OP103,GMC03,Leak detected
O2M00677,PRT001,LOT100,8/27/25 16:20,111,34.6,99.7,25.9,Open,Success,OP101,GMC02,Flow error
O2M00678,PRT001,LOT101,8/27/25 16:25,113,36.6,99.3,26.9,Closed,Success,OP101,GMC03,Check supply
O2M00679,PRT003,LOT101,8/27/25 16:30,112,36.1,99.6,23.1,Closed,Success,OP102,GMC03,Check supply
O2M00680,PRT003,LOT100,8/27/25 16:35,101,34.1,98.4,24.7,Open,Success,OP101,GMC03,Stable
O2M00681,PRT001,LOT100,8/27/25 16:40,105,36.7,98.7,26.8,Closed,Success,OP101,GMC03,Stable
O2M00682,PRT003,LOT101,8/27/25 16:45,133,36.9,99.2,25.7,Closed,Success,OP101,GMC02,Stable
O2M00683,PRT002,LOT101,8/27/25 16:50,133,34,98.8,24.9,Open,Success,OP103,GMC01,Flow error
O2M00684,PRT002,LOT102,8/27/25 16:55,146,34.9,99.2,26.3,Open,Success,OP101,GMC02,Leak detected
O2M00685,PRT001,LOT100,8/27/25 17:00,149,34.9,98.3,25.4,Open,Success,OP102,GMC03,Check supply
O2M00686,PRT003,LOT102,8/27/25 17:05,103,36.5,98.4,25.3,Open,Success,OP103,GMC03,Stable
O2M00687,PRT003,LOT100,8/27/25 17:10,129,35.4,99.1,23.4,Closed,Fail,OP101,GMC02,Stable
O2M00688,PRT001,LOT102,8/27/25 17:15,105,35.3,99.1,26.4,Open,Success,OP101,GMC03,Stable
O2M00689,PRT001,LOT101,8/27/25 17:20,112,34.9,98.2,23.2,Closed,Success,OP101,GMC01,Flow error
O2M00690,PRT002,LOT100,8/27/25 17:25,136,36,98.3,26.4,Closed,Success,OP101,GMC03,Flow error
O2M00691,PRT003,LOT100,8/27/25 17:30,148,35.4,98.8,23,Closed,Success,OP103,GMC02,Flow error
O2M00692,PRT002,LOT102,8/27/25 17:35,114,36.7,99.7,24.8,Closed,Success,OP101,GMC02,Leak detected
O2M00693,PRT002,LOT102,8/27/25 17:40,110,36.7,98.5,26.1,Closed,Success,OP103,GMC02,Stable
O2M00694,PRT001,LOT102,8/27/25 17:45,126,35.8,99.4,25.1,Closed,Success,OP102,GMC02,Stable
O2M00695,PRT001,LOT102,8/27/25 17:50,114,36.8,98.6,26.6,Closed,Success,OP101,GMC01,Check supply
O2M00696,PRT002,LOT101,8/27/25 17:55,146,36.2,98.4,26.3,Open,Success,OP102,GMC03,Stable
O2M00697,PRT002,LOT102,8/27/25 18:00,115,36.3,98.8,26.1,Open,Success,OP101,GMC03,Leak detected
O2M00698,PRT002,LOT101,8/27/25 18:05,125,36.3,98.8,26.2,Closed,Success,OP101,GMC01,Flow error
O2M00699,PRT002,LOT101,8/27/25 18:10,130,34.9,98.7,23.5,Open,Success,OP101,GMC03,Flow error
O2M00700,PRT003,LOT101,8/27/25 18:15,150,35.1,98.5,25.3,Open,Fail,OP101,GMC02,Leak detected
O2M00701,PRT002,LOT102,8/27/25 18:20,119,34.4,98.5,24.4,Closed,Success,OP103,GMC01,Leak detected
O2M00702,PRT001,LOT102,8/27/25 18:25,134,36.6,100,24.9,Closed,Success,OP102,GMC03,Leak detected
O2M00703,PRT001,LOT100,8/27/25 18:30,128,34.2,98.9,25.6,Open,Success,OP102,GMC03,Flow error
O2M00704,PRT001,LOT101,8/27/25 18:35,109,36.9,98.7,26.8,Closed,Success,OP101,GMC03,Stable
O2M00705,PRT003,LOT100,8/27/25 18:40,116,34.1,98,26.4,Open,Success,OP103,GMC03,Flow error
O2M00706,PRT002,LOT101,8/27/25 18:45,144,36.7,98.7,23.3,Open,Success,OP102,GMC02,Flow error
O2M00707,PRT001,LOT100,8/27/25 18:50,149,36.9,99.1,25.1,Closed,Success,OP101,GMC03,Stable
O2M00708,PRT002,LOT100,8/27/25 18:55,100,35.9,99.8,24,Open,Success,OP102,GMC03,Check supply
O2M00709,PRT003,LOT101,8/27/25 19:00,149,34.1,98,24.6,Open,Success,OP101,GMC03,Leak detected
O2M00710,PRT002,LOT100,8/27/25 19:05,150,36,99,23.4,Closed,Success,OP102,GMC01,Flow error
O2M00711,PRT002,LOT100,8/27/25 19:10,146,36.4,99.3,26.3,Closed,Success,OP103,GMC02,Flow error
O2M00712,PRT002,LOT100,8/27/25 19:15,145,36.4,99.5,25,Open,Success,OP103,GMC01,Check supply
O2M00713,PRT003,LOT102,8/27/25 19:20,141,36.3,99.3,25.4,Open,Success,OP101,GMC02,Leak detected
O2M00714,PRT003,LOT100,8/27/25 19:25,133,35.8,99.3,24.2,Open,Success,OP103,GMC01,Flow error
O2M00715,PRT002,LOT102,8/27/25 19:30,119,34.2,98.2,23.9,Open,Success,OP102,GMC03,Leak detected
O2M00716,PRT001,LOT100,8/27/25 19:35,145,36.4,99.5,26.5,Closed,Success,OP103,GMC02,Flow error
O2M00717,PRT001,LOT102,8/27/25 19:40,138,35.9,99.7,25.7,Closed,Success,OP101,GMC03,Leak detected
O2M00718,PRT003,LOT100,8/27/25 19:45,115,36.6,99.2,23,Open,Success,OP101,GMC01,Check supply
O2M00719,PRT003,LOT100,8/27/25 19:50,136,34.3,99.5,25.1,Open,Success,OP103,GMC03,Flow error
O2M00720,PRT003,LOT102,8/27/25 19:55,118,36.6,98.3,26.7,Closed,Success,OP103,GMC03,Check supply
O2M00721,PRT003,LOT101,8/27/25 20:00,113,35.2,99.2,25.1,Closed,Success,OP103,GMC02,Check supply
