Cure_ID,Protocol_ID,Lot_ID,Lens_ID,Cavity_ID,DateTime,Precure_Duration_min,RTD1_Temp_C,RTD2_Temp_C,PID_Heater_Setpoint_C,PID_Heater_Actual_C,Pressure_psi,Humidity,Status,Operator_ID,Machine_ID,Defect_Type,Remarks
CURE00448,PRT006,LOT103,LENS0051,CAV13,8/2/25 21:20,13,117.24,118.12,119,116.55,39.35,44.66,Success,OP108,MC02,None,Stable cycle
CURE00449,PRT003,LOT115,LENS0299,CAV05,8/2/25 21:25,16,121.72,124.93,122,124.21,38.13,40.76,Rework,OP101,MC04,Scratch,Rework needed
CURE00450,PRT001,LOT119,LENS0110,CAV14,8/2/25 21:30,20,121.47,117.43,122,120.76,44.04,52.65,Fail,OP110,MC01,Bubble,Rework needed
CURE00451,PRT001,LOT110,LENS0087,CAV04,8/2/25 21:35,20,119.81,115.49,120,118.54,38.26,45.73,Fail,OP106,MC03,Scratch,Rework needed
CURE00452,PRT003,LOT102,LENS0375,CAV03,8/2/25 21:40,20,120.56,122.43,122,124.1,40.08,46.32,Success,OP107,MC03,None,Stable cycle
CURE00453,PRT002,LOT117,LENS0194,CAV03,8/2/25 21:45,17,121.16,121.54,120,118.65,38.37,44.86,Rework,OP105,MC01,Scratch,Rework needed
CURE00454,PRT007,LOT108,LENS0145,CAV16,8/2/25 21:50,20,115.99,119.94,122,120.51,39.52,54.81,Success,OP104,MC01,None,Stable cycle
CURE00455,PRT005,LOT111,LENS0278,CAV13,8/2/25 21:55,15,119.27,121.42,119,121.98,40.59,54.03,Success,OP103,MC05,None,Stable cycle
CURE00456,PRT006,LOT110,LENS0308,CAV15,8/2/25 22:00,13,120.04,124.27,119,118.98,40.63,43.27,Rework,OP109,MC02,Misalignment,Rework needed
CURE00457,PRT009,LOT103,LENS0215,CAV06,8/2/25 22:05,10,117.4,123.48,120,118.2,40.85,43.63,Success,OP109,MC05,None,Stable cycle
CURE00458,PRT007,LOT101,LENS0037,CAV11,8/2/25 22:10,15,118.51,122.05,119,120.86,42.07,42.82,Rework,OP110,MC01,Scratch,Rework needed
CURE00459,PRT006,LOT118,LENS0200,CAV03,8/2/25 22:15,10,123.01,118.97,120,117.69,44.07,49.18,Fail,OP101,MC01,Misalignment,Rework needed
CURE00460,PRT010,LOT108,LENS0462,CAV14,8/2/25 22:20,16,121.09,123.52,119,116.56,42.99,42.53,Success,OP101,MC01,None,Stable cycle
CURE00461,PRT008,LOT118,LENS0359,CAV07,8/2/25 22:25,13,116.91,117.56,122,122.26,42.68,41.94,Rework,OP105,MC04,Bubble,Rework needed
CURE00462,PRT005,LOT105,LENS0147,CAV14,8/2/25 22:30,10,119.01,123.64,122,120.58,39.7,46.44,Rework,OP109,MC04,Misalignment,Rework needed
CURE00463,PRT007,LOT119,LENS0258,CAV14,8/2/25 22:35,17,117.08,115.53,120,118.89,43.43,50.83,Fail,OP110,MC02,Misalignment,Rework needed
CURE00464,PRT010,LOT101,LENS0410,CAV15,8/2/25 22:40,14,121.48,124.51,121,123.44,41.57,40.43,Success,OP101,MC04,None,Stable cycle
CURE00465,PRT010,LOT107,LENS0125,CAV10,8/2/25 22:45,19,121.28,117.7,121,123.49,44.25,43.69,Success,OP107,MC03,None,Stable cycle
CURE00466,PRT009,LOT119,LENS0316,CAV11,8/2/25 22:50,12,116.4,116.42,122,121.38,38.13,44.3,Rework,OP103,MC01,Misalignment,Rework needed
CURE00467,PRT008,LOT111,LENS0284,CAV13,8/2/25 22:55,15,124.43,116.59,118,116.87,40.6,53,Success,OP107,MC05,None,Stable cycle
CURE00468,PRT005,LOT120,LENS0460,CAV17,8/2/25 23:00,13,115.26,119.61,122,119.23,39.32,52.81,Rework,OP110,MC05,Scratch,Rework needed
CURE00469,PRT006,LOT104,LENS0406,CAV04,8/2/25 23:05,14,120.4,123.02,118,119.59,44.13,42.3,Fail,OP101,MC04,Misalignment,Rework needed
CURE00470,PRT005,LOT107,LENS0178,CAV13,8/2/25 23:10,18,123.22,120.23,120,117.16,39.75,46.98,Success,OP109,MC03,None,Stable cycle
CURE00471,PRT002,LOT114,LENS0379,CAV04,8/2/25 23:15,10,124.97,121.27,122,124.76,44.1,50.65,Fail,OP108,MC01,Misalignment,Rework needed
CURE00472,PRT005,LOT117,LENS0298,CAV01,8/2/25 23:20,13,119.69,115.67,120,121.48,40.62,49.85,Success,OP105,MC03,None,Stable cycle
CURE00473,PRT008,LOT104,LENS0255,CAV16,8/2/25 23:25,10,120.88,121.77,118,120.74,39.55,48.01,Rework,OP103,MC04,Bubble,Rework needed
CURE00474,PRT007,LOT102,LENS0141,CAV10,8/2/25 23:30,18,119.43,116.89,119,118.69,41.97,40.37,Success,OP101,MC01,None,Stable cycle
CURE00475,PRT006,LOT115,LENS0241,CAV10,8/2/25 23:35,18,115.77,119.92,122,124.28,42.61,54.56,Success,OP101,MC03,None,Stable cycle
CURE00476,PRT009,LOT109,LENS0400,CAV18,8/2/25 23:40,16,123.73,121.8,118,117.34,42.49,44.68,Success,OP109,MC01,None,Stable cycle
CURE00477,PRT006,LOT113,LENS0491,CAV16,8/2/25 23:45,11,123.4,121.44,119,118.98,38.42,50.43,Rework,OP104,MC03,Misalignment,Rework needed
CURE00478,PRT007,LOT109,LENS0074,CAV11,8/2/25 23:50,13,117.3,115.05,121,120.49,42.78,50.23,Success,OP104,MC04,None,Stable cycle
CURE00479,PRT010,LOT115,LENS0473,CAV20,8/2/25 23:55,10,115.98,116.49,121,122.69,39.23,45.14,Rework,OP108,MC04,Bubble,Rework needed
CURE00480,PRT004,LOT105,LENS0161,CAV17,8/3/25 0:00,10,117.16,122.71,119,121.8,44.15,51.28,Fail,OP102,MC03,Misalignment,Rework needed
CURE00481,PRT001,LOT109,LENS0325,CAV03,8/3/25 0:05,15,121.67,119.12,121,121.37,40.85,54.11,Fail,OP103,MC05,Bubble,Rework needed
CURE00482,PRT007,LOT114,LENS0468,CAV02,8/3/25 0:10,12,121.28,115.97,121,123.62,38.03,45.55,Rework,OP109,MC02,Scratch,Rework needed
CURE00483,PRT006,LOT111,LENS0225,CAV18,8/3/25 0:15,10,119.53,124.96,122,121.71,43.62,46.59,Rework,OP102,MC05,Misalignment,Rework needed
CURE00484,PRT004,LOT110,LENS0195,CAV16,8/3/25 0:20,20,118.88,116.3,122,119.57,38.13,49.59,Rework,OP105,MC04,Scratch,Rework needed
CURE00485,PRT005,LOT107,LENS0023,CAV11,8/3/25 0:25,13,123.62,115.33,122,123.7,39.05,51.23,Rework,OP110,MC04,Misalignment,Rework needed
CURE00486,PRT010,LOT109,LENS0317,CAV19,8/3/25 0:30,10,119.07,115.11,120,119.41,38.82,45.15,Fail,OP110,MC05,Scratch,Rework needed
CURE00487,PRT008,LOT108,LENS0385,CAV10,8/3/25 0:35,19,120.4,124,118,118.8,42.65,52.64,Success,OP102,MC03,None,Stable cycle
CURE00488,PRT009,LOT118,LENS0125,CAV16,8/3/25 0:40,18,116.1,124.37,118,115.37,40.56,52.99,Rework,OP110,MC04,Misalignment,Rework needed
CURE00489,PRT004,LOT112,LENS0118,CAV07,8/3/25 0:45,12,121.63,117.04,118,117.5,43.77,48.77,Success,OP108,MC02,None,Stable cycle
CURE00490,PRT001,LOT116,LENS0308,CAV20,8/3/25 0:50,11,119.15,124.89,120,117.61,42.14,41.73,Success,OP102,MC03,None,Stable cycle
CURE00491,PRT002,LOT105,LENS0150,CAV13,8/3/25 0:55,10,119.44,118.58,120,121.62,43.29,45.14,Fail,OP103,MC02,Bubble,Rework needed
CURE00492,PRT010,LOT100,LENS0345,CAV12,8/3/25 1:00,10,118.11,117.15,122,123.42,38.24,41.56,Rework,OP109,MC04,Scratch,Rework needed
CURE00493,PRT007,LOT102,LENS0413,CAV06,8/3/25 1:05,18,116.38,116.73,122,121.41,43.2,46.61,Success,OP109,MC05,None,Stable cycle
CURE00494,PRT005,LOT109,LENS0081,CAV08,8/3/25 1:10,17,119.89,119.13,120,119.71,43.03,44.32,Fail,OP109,MC04,Bubble,Rework needed
CURE00495,PRT010,LOT107,LENS0064,CAV20,8/3/25 1:15,14,121.76,122.29,121,123.96,43.92,52.09,Fail,OP106,MC05,Bubble,Rework needed
CURE00496,PRT006,LOT104,LENS0169,CAV10,8/3/25 1:20,17,117.72,119.85,122,124.15,38.24,40.36,Success,OP108,MC05,None,Stable cycle
CURE00497,PRT009,LOT106,LENS0491,CAV01,8/3/25 1:25,20,121.23,116.55,121,119.49,38.44,40.38,Fail,OP107,MC02,Scratch,Rework needed
CURE00498,PRT009,LOT114,LENS0323,CAV12,8/3/25 1:30,10,123.11,122.65,120,117.14,42.91,44.56,Fail,OP110,MC01,Scratch,Rework needed
CURE00499,PRT004,LOT103,LENS0035,CAV13,8/3/25 1:35,14,123.34,119.41,121,123.4,42.27,40.08,Success,OP102,MC01,None,Stable cycle
CURE00500,PRT006,LOT116,LENS0389,CAV14,8/3/25 1:40,12,122.95,123.21,122,124.01,40.45,42.49,Fail,OP103,MC03,Bubble,Rework needed
CURE00501,PRT006,LOT102,LENS0042,CAV15,8/3/25 1:45,15,120.91,118.77,120,120.68,39.72,43.62,Rework,OP107,MC03,Bubble,Rework needed
CURE00502,PRT003,LOT108,LENS0187,CAV08,8/3/25 1:50,15,118.05,121.44,121,121.67,38.88,43.32,Rework,OP102,MC02,Scratch,Rework needed
CURE00503,PRT010,LOT104,LENS0041,CAV10,8/3/25 1:55,10,120.45,118.8,122,120.24,40.78,48.61,Rework,OP101,MC01,Misalignment,Rework needed
CURE00504,PRT010,LOT104,LENS0171,CAV19,8/3/25 2:00,13,118.89,122.23,119,118.27,44.88,41.99,Rework,OP107,MC03,Scratch,Rework needed
CURE00505,PRT003,LOT119,LENS0203,CAV10,8/3/25 2:05,12,115.42,123.34,118,115.49,39.81,53.73,Fail,OP103,MC02,Scratch,Rework needed
CURE00506,PRT002,LOT111,LENS0041,CAV11,8/3/25 2:10,16,120.94,122.97,120,122.36,43.77,54.09,Fail,OP109,MC01,Misalignment,Rework needed
CURE00507,PRT007,LOT105,LENS0021,CAV14,8/3/25 2:15,11,115.21,120.81,119,121.76,41.56,50.93,Rework,OP107,MC01,Scratch,Rework needed
CURE00508,PRT002,LOT111,LENS0320,CAV11,8/3/25 2:20,10,118.14,124.09,120,117.27,42.92,53.8,Success,OP101,MC01,None,Stable cycle
CURE00509,PRT008,LOT112,LENS0167,CAV12,8/3/25 2:25,10,115.07,120.71,119,120.71,39.13,44.36,Success,OP105,MC05,None,Stable cycle
CURE00510,PRT004,LOT112,LENS0161,CAV02,8/3/25 2:30,18,124.5,121.02,121,122.6,40.07,46.35,Success,OP104,MC04,None,Stable cycle
CURE00511,PRT010,LOT107,LENS0168,CAV05,8/3/25 2:35,15,119.28,120.32,119,120.02,44.81,50.12,Rework,OP102,MC05,Bubble,Rework needed
CURE00512,PRT001,LOT114,LENS0215,CAV03,8/3/25 2:40,20,117.51,119.31,122,122.44,41.96,44.39,Rework,OP102,MC05,Scratch,Rework needed
CURE00513,PRT002,LOT116,LENS0298,CAV09,8/3/25 2:45,10,116.21,120.37,119,117.44,43.51,52.24,Rework,OP105,MC05,Scratch,Rework needed
CURE00514,PRT010,LOT112,LENS0091,CAV20,8/3/25 2:50,15,121.52,122.96,121,119.32,40.89,41.96,Fail,OP103,MC05,Misalignment,Rework needed
CURE00515,PRT001,LOT110,LENS0376,CAV03,8/3/25 2:55,20,122.25,119.37,118,120.31,43.44,46.36,Rework,OP108,MC05,Misalignment,Rework needed
CURE00516,PRT003,LOT119,LENS0378,CAV14,8/3/25 3:00,10,119.68,120.2,121,120.18,38.08,44.37,Rework,OP110,MC01,Misalignment,Rework needed
CURE00517,PRT008,LOT111,LENS0350,CAV16,8/3/25 3:05,13,123.3,122.76,120,120.15,39.74,40.22,Fail,OP103,MC05,Misalignment,Rework needed
CURE00518,PRT008,LOT116,LENS0206,CAV01,8/3/25 3:10,18,118.52,120.37,122,119.91,41.37,52.5,Rework,OP104,MC01,Bubble,Rework needed
CURE00519,PRT002,LOT118,LENS0270,CAV04,8/3/25 3:15,18,117.02,116.26,118,119.91,40.33,41.94,Success,OP105,MC05,None,Stable cycle
CURE00520,PRT004,LOT112,LENS0162,CAV09,8/3/25 3:20,17,123.7,119.31,122,121.32,42.73,51.53,Rework,OP104,MC05,Misalignment,Rework needed
CURE00521,PRT009,LOT110,LENS0026,CAV12,8/3/25 3:25,10,119.83,118.25,119,120.41,39.23,45.08,Fail,OP108,MC04,Bubble,Rework needed
CURE00522,PRT010,LOT116,LENS0153,CAV19,8/3/25 3:30,20,119.43,120.89,121,118.63,44.51,52.13,Fail,OP104,MC04,Bubble,Rework needed
CURE00523,PRT007,LOT118,LENS0452,CAV04,8/3/25 3:35,20,124.7,115.29,122,124.38,40.55,48.36,Rework,OP102,MC03,Bubble,Rework needed
CURE00524,PRT010,LOT101,LENS0245,CAV07,8/3/25 3:40,12,123.57,123.04,122,119.17,41.66,48.73,Success,OP101,MC03,None,Stable cycle
CURE00525,PRT005,LOT114,LENS0187,CAV06,8/3/25 3:45,20,121.14,115.56,118,120.67,42.39,50.86,Rework,OP101,MC01,Scratch,Rework needed
CURE00526,PRT009,LOT102,LENS0257,CAV14,8/3/25 3:50,15,120.27,123.4,120,118.46,38.82,43.43,Success,OP105,MC01,None,Stable cycle
CURE00527,PRT010,LOT109,LENS0358,CAV10,8/3/25 3:55,16,116.69,119.84,122,122.84,42.67,54.18,Rework,OP101,MC02,Scratch,Rework needed
CURE00528,PRT007,LOT109,LENS0204,CAV13,8/3/25 4:00,14,121.96,115.33,121,120.67,44.39,44.26,Fail,OP105,MC03,Scratch,Rework needed
CURE00529,PRT006,LOT115,LENS0251,CAV05,8/3/25 4:05,18,119.36,119.14,119,119.43,40.98,40.02,Success,OP103,MC04,None,Stable cycle
CURE00530,PRT007,LOT104,LENS0038,CAV13,8/3/25 4:10,20,124.33,119.92,118,117.93,41.34,42.92,Fail,OP103,MC02,Scratch,Rework needed
CURE00531,PRT009,LOT112,LENS0241,CAV07,8/3/25 4:15,17,124.61,117.52,122,124.77,38.44,52.97,Success,OP105,MC05,None,Stable cycle
CURE00532,PRT005,LOT113,LENS0112,CAV09,8/3/25 4:20,14,122.27,123.09,118,118.15,44.36,47.58,Fail,OP110,MC01,Scratch,Rework needed
CURE00533,PRT008,LOT118,LENS0092,CAV12,8/3/25 4:25,10,124.28,124.51,120,121.34,44.02,53.83,Rework,OP101,MC04,Scratch,Rework needed
CURE00534,PRT002,LOT108,LENS0336,CAV04,8/3/25 4:30,16,124.8,116.09,118,117.26,44.68,42.18,Success,OP102,MC03,None,Stable cycle
CURE00535,PRT004,LOT103,LENS0479,CAV04,8/3/25 4:35,10,119.86,118.38,118,119.92,43.49,52.48,Rework,OP102,MC02,Bubble,Rework needed
CURE00536,PRT010,LOT100,LENS0397,CAV19,8/3/25 4:40,11,123.86,116.68,118,119.43,42.01,46.01,Fail,OP103,MC04,Scratch,Rework needed
CURE00537,PRT010,LOT107,LENS0423,CAV05,8/3/25 4:45,12,117.72,115.37,122,123.69,43.39,50.63,Rework,OP108,MC02,Bubble,Rework needed
CURE00538,PRT009,LOT111,LENS0122,CAV11,8/3/25 4:50,12,116.42,122.95,118,118.26,44.14,43.98,Success,OP109,MC05,None,Stable cycle
CURE00539,PRT006,LOT105,LENS0094,CAV01,8/3/25 4:55,19,118.33,122.18,122,122.99,40.24,42.24,Success,OP106,MC05,None,Stable cycle
CURE00540,PRT010,LOT102,LENS0230,CAV11,8/3/25 5:00,11,120.88,120.14,120,117.75,39.67,53.66,Success,OP110,MC03,None,Stable cycle
CURE00541,PRT002,LOT107,LENS0097,CAV18,8/3/25 5:05,10,122.44,123.85,119,121.18,44.32,41.51,Success,OP101,MC03,None,Stable cycle
CURE00542,PRT001,LOT113,LENS0456,CAV20,8/3/25 5:10,19,119.82,120.12,119,116.53,39.08,45.79,Success,OP106,MC04,None,Stable cycle
CURE00543,PRT007,LOT111,LENS0119,CAV10,8/3/25 5:15,20,118.46,119.15,122,119.08,41.82,40.95,Success,OP109,MC05,None,Stable cycle
CURE00544,PRT010,LOT114,LENS0120,CAV01,8/3/25 5:20,18,122.95,123.37,118,118.89,40.66,44.01,Fail,OP106,MC03,Misalignment,Rework needed
CURE00545,PRT009,LOT110,LENS0195,CAV18,8/3/25 5:25,18,124.97,122.28,119,118.06,44.13,40.79,Fail,OP107,MC05,Misalignment,Rework needed
CURE00546,PRT010,LOT110,LENS0137,CAV19,8/3/25 5:30,18,115.57,124.43,121,121.14,38.68,49.72,Rework,OP103,MC02,Bubble,Rework needed
CURE00547,PRT009,LOT119,LENS0119,CAV07,8/3/25 5:35,14,122.11,118.21,120,120.89,44.52,51.5,Success,OP106,MC04,None,Stable cycle
CURE00548,PRT001,LOT101,LENS0392,CAV06,8/3/25 5:40,13,118.67,117.94,121,123.4,41.25,45.2,Success,OP105,MC03,None,Stable cycle
CURE00549,PRT010,LOT107,LENS0272,CAV15,8/3/25 5:45,17,118.85,117.5,118,118.55,42.61,51.74,Fail,OP108,MC02,Scratch,Rework needed
CURE00550,PRT006,LOT119,LENS0382,CAV20,8/3/25 5:50,16,115.48,116.98,119,119.75,39.09,48.08,Success,OP105,MC01,None,Stable cycle
CURE00551,PRT003,LOT114,LENS0018,CAV01,8/3/25 5:55,15,120.23,115.8,122,122.71,41.29,48.97,Rework,OP105,MC02,Scratch,Rework needed
CURE00552,PRT009,LOT113,LENS0321,CAV11,8/3/25 6:00,10,121.91,116.96,119,120.55,38.12,44.51,Success,OP109,MC03,None,Stable cycle
CURE00553,PRT009,LOT106,LENS0275,CAV04,8/3/25 6:05,13,119,121.32,122,121.76,39.14,53.44,Rework,OP109,MC01,Misalignment,Rework needed
CURE00554,PRT004,LOT110,LENS0131,CAV11,8/3/25 6:10,15,118.32,121.86,119,117.36,42.14,46.3,Fail,OP101,MC04,Bubble,Rework needed
CURE00555,PRT001,LOT104,LENS0049,CAV07,8/3/25 6:15,20,121.87,116.95,118,120.07,43.63,53.91,Fail,OP107,MC01,Scratch,Rework needed
CURE00556,PRT007,LOT102,LENS0031,CAV04,8/3/25 6:20,17,116.34,124.4,119,119.47,40.37,53.53,Fail,OP105,MC03,Bubble,Rework needed
CURE00557,PRT010,LOT118,LENS0285,CAV15,8/3/25 6:25,13,124.19,118.6,120,122.4,39.18,44.88,Rework,OP103,MC03,Scratch,Rework needed
CURE00558,PRT006,LOT107,LENS0126,CAV19,8/3/25 6:30,12,124.06,119.06,121,120.85,42.59,40.63,Success,OP105,MC03,None,Stable cycle
CURE00559,PRT008,LOT109,LENS0017,CAV08,8/3/25 6:35,20,122.91,124.25,122,122.77,43.71,49.26,Rework,OP102,MC02,Bubble,Rework needed
CURE00560,PRT008,LOT114,LENS0193,CAV20,8/3/25 6:40,20,119.7,123.53,118,119.61,39.32,49.05,Rework,OP104,MC03,Scratch,Rework needed
CURE00561,PRT004,LOT118,LENS0071,CAV02,8/3/25 6:45,16,121.2,116.9,122,121.77,44.08,46.99,Success,OP101,MC01,None,Stable cycle
CURE00562,PRT001,LOT110,LENS0487,CAV10,8/3/25 6:50,15,121.82,116.79,119,116.85,43.12,41.71,Fail,OP110,MC04,Scratch,Rework needed
CURE00563,PRT009,LOT119,LENS0090,CAV05,8/3/25 6:55,19,120.34,120.98,122,120.97,39.27,42.23,Success,OP106,MC03,None,Stable cycle
CURE00564,PRT001,LOT115,LENS0073,CAV13,8/3/25 7:00,17,123.43,120.21,121,123.07,38.47,49.9,Fail,OP105,MC02,Bubble,Rework needed
CURE00565,PRT007,LOT101,LENS0037,CAV16,8/3/25 7:05,12,123.58,120.08,120,122.7,43.42,53.1,Rework,OP103,MC03,Scratch,Rework needed
CURE00566,PRT007,LOT105,LENS0262,CAV11,8/3/25 7:10,11,118.25,118.63,121,120.79,39.9,42.86,Rework,OP106,MC04,Misalignment,Rework needed
CURE00567,PRT005,LOT111,LENS0126,CAV16,8/3/25 7:15,18,117.41,123.74,122,122.72,42.85,40.07,Success,OP110,MC05,None,Stable cycle
CURE00568,PRT001,LOT111,LENS0188,CAV15,8/3/25 7:20,13,117.33,118.76,120,118.99,39.96,52.14,Fail,OP106,MC02,Misalignment,Rework needed
CURE00569,PRT004,LOT114,LENS0134,CAV09,8/3/25 7:25,19,122.85,119.79,118,120.85,42.34,44.43,Fail,OP108,MC01,Scratch,Rework needed
CURE00570,PRT003,LOT114,LENS0283,CAV09,8/3/25 7:30,18,118.02,122.24,118,120.81,41.19,52.74,Fail,OP104,MC01,Misalignment,Rework needed
CURE00571,PRT009,LOT118,LENS0488,CAV13,8/3/25 7:35,10,122.21,121.56,122,124.89,40.79,53.22,Rework,OP103,MC02,Misalignment,Rework needed
CURE00572,PRT004,LOT115,LENS0214,CAV13,8/3/25 7:40,13,121.35,117.38,122,121.73,41.57,46.44,Success,OP101,MC04,None,Stable cycle
CURE00573,PRT003,LOT116,LENS0434,CAV12,8/3/25 7:45,13,124.27,116.45,121,120.45,41.04,54.12,Fail,OP104,MC04,Bubble,Rework needed
CURE00574,PRT002,LOT113,LENS0064,CAV05,8/3/25 7:50,13,121.27,117.38,119,117.32,40.49,50.7,Success,OP105,MC03,None,Stable cycle
CURE00575,PRT001,LOT105,LENS0471,CAV12,8/3/25 7:55,14,117.9,122.31,118,118.33,43.3,43.14,Fail,OP109,MC02,Misalignment,Rework needed
CURE00576,PRT004,LOT109,LENS0136,CAV13,8/3/25 8:00,10,115.62,119.74,118,117.71,40.99,41.91,Success,OP108,MC01,None,Stable cycle
CURE00577,PRT004,LOT106,LENS0357,CAV07,8/3/25 8:05,16,121.74,116.13,119,116.83,43.38,48.94,Fail,OP110,MC03,Misalignment,Rework needed
CURE00578,PRT008,LOT108,LENS0078,CAV07,8/3/25 8:10,18,121.89,123.58,118,118.76,42.07,54.66,Rework,OP101,MC04,Bubble,Rework needed
CURE00579,PRT005,LOT120,LENS0412,CAV10,8/3/25 8:15,19,116.98,116.75,118,116.85,39.51,53.7,Fail,OP107,MC05,Scratch,Rework needed
CURE00580,PRT010,LOT103,LENS0103,CAV02,8/3/25 8:20,17,120.85,122.89,122,122.8,39.94,45.75,Rework,OP106,MC04,Scratch,Rework needed
CURE00581,PRT001,LOT101,LENS0347,CAV08,8/3/25 8:25,17,115.45,119.22,121,122.25,43.79,53.11,Success,OP101,MC04,None,Stable cycle
CURE00582,PRT004,LOT115,LENS0477,CAV07,8/3/25 8:30,12,115.98,117.31,122,124.83,38.53,45.91,Rework,OP107,MC03,Bubble,Rework needed
CURE00583,PRT002,LOT103,LENS0024,CAV18,8/3/25 8:35,15,116.66,121.9,120,122.36,40.84,47.16,Rework,OP108,MC01,Misalignment,Rework needed
CURE00584,PRT002,LOT119,LENS0448,CAV13,8/3/25 8:40,16,121.45,118.69,121,118.09,40.42,48.86,Success,OP103,MC05,None,Stable cycle
CURE00585,PRT008,LOT113,LENS0066,CAV20,8/3/25 8:45,13,123.26,119.76,121,119.21,39.45,42.66,Success,OP106,MC02,None,Stable cycle
CURE00586,PRT004,LOT120,LENS0038,CAV15,8/3/25 8:50,11,115.08,118.68,119,121.09,39.09,48.28,Success,OP104,MC01,None,Stable cycle
CURE00587,PRT005,LOT120,LENS0394,CAV16,8/3/25 8:55,16,116.76,116.18,121,120.47,38.88,51.89,Rework,OP104,MC04,Misalignment,Rework needed
CURE00588,PRT008,LOT110,LENS0153,CAV07,8/3/25 9:00,16,115.55,117.66,122,124.63,39.47,50.51,Fail,OP108,MC02,Scratch,Rework needed
CURE00589,PRT010,LOT100,LENS0481,CAV18,8/3/25 9:05,17,120.58,124.39,120,117.33,42.31,44.35,Rework,OP104,MC05,Misalignment,Rework needed
CURE00590,PRT005,LOT117,LENS0034,CAV13,8/3/25 9:10,11,119.13,124.01,119,119.63,40.83,44.66,Success,OP110,MC03,None,Stable cycle
CURE00591,PRT005,LOT119,LENS0340,CAV14,8/3/25 9:15,15,120.92,121.04,120,121.4,38.23,54.07,Success,OP104,MC03,None,Stable cycle
CURE00592,PRT004,LOT118,LENS0210,CAV14,8/3/25 9:20,15,119.08,122.94,121,123.15,40.7,47.79,Success,OP101,MC01,None,Stable cycle
CURE00593,PRT008,LOT112,LENS0475,CAV10,8/3/25 9:25,16,115.32,122.6,122,122.75,38.98,40,Fail,OP104,MC04,Scratch,Rework needed
CURE00594,PRT008,LOT106,LENS0243,CAV17,8/3/25 9:30,13,123.69,115.21,118,120.54,43.47,47.1,Success,OP102,MC01,None,Stable cycle
CURE00595,PRT003,LOT104,LENS0005,CAV14,8/3/25 9:35,12,122.4,123.08,122,124.27,43.63,53.23,Rework,OP103,MC03,Bubble,Rework needed
CURE00596,PRT001,LOT102,LENS0068,CAV13,8/3/25 9:40,14,116.76,123.99,121,118.12,42.92,42.82,Fail,OP105,MC02,Scratch,Rework needed
CURE00597,PRT003,LOT105,LENS0035,CAV16,8/3/25 9:45,18,121.56,119.05,120,120.98,44.84,45.51,Rework,OP109,MC02,Scratch,Rework needed
CURE00598,PRT005,LOT106,LENS0028,CAV02,8/3/25 9:50,18,124.68,116.25,118,117.81,40.59,46.16,Success,OP108,MC02,None,Stable cycle
CURE00599,PRT003,LOT113,LENS0119,CAV05,8/3/25 9:55,17,120.79,117.88,119,118.68,41.22,48.95,Success,OP102,MC03,None,Stable cycle
CURE00600,PRT010,LOT120,LENS0170,CAV01,8/3/25 10:00,16,118.88,117.65,119,117.53,38.66,50.39,Rework,OP105,MC05,Bubble,Rework needed
CURE00601,PRT008,LOT109,LENS0388,CAV13,8/3/25 10:05,13,123.5,118.11,121,123.01,41.28,53.4,Rework,OP105,MC02,Scratch,Rework needed
CURE00602,PRT010,LOT116,LENS0431,CAV12,8/3/25 10:10,14,118.19,124.33,119,121.35,40.42,51.94,Fail,OP106,MC01,Misalignment,Rework needed
CURE00603,PRT009,LOT108,LENS0311,CAV01,8/3/25 10:15,12,121.88,118.06,122,122.68,39.98,48.56,Rework,OP107,MC04,Scratch,Rework needed
CURE00604,PRT004,LOT112,LENS0443,CAV13,8/3/25 10:20,18,121.04,124.79,120,122.89,39.7,40.55,Rework,OP103,MC01,Scratch,Rework needed
CURE00605,PRT007,LOT104,LENS0211,CAV05,8/3/25 10:25,12,116.41,117.86,118,118.37,38.91,43.06,Fail,OP101,MC04,Bubble,Rework needed
CURE00606,PRT007,LOT108,LENS0081,CAV14,8/3/25 10:30,19,117.84,116.14,118,116.1,43.08,42.14,Rework,OP109,MC04,Scratch,Rework needed
CURE00607,PRT010,LOT114,LENS0355,CAV20,8/3/25 10:35,12,115.68,122.69,118,117.41,43.32,49.62,Fail,OP109,MC04,Bubble,Rework needed
CURE00608,PRT003,LOT106,LENS0203,CAV07,8/3/25 10:40,14,123.86,124.16,120,119.4,43.8,50.36,Fail,OP108,MC02,Misalignment,Rework needed
CURE00609,PRT010,LOT105,LENS0475,CAV10,8/3/25 10:45,19,124.04,119.71,122,123.22,44.74,42.9,Rework,OP104,MC02,Scratch,Rework needed
CURE00610,PRT007,LOT106,LENS0334,CAV09,8/3/25 10:50,13,117.57,124.38,121,121.24,43.54,44.22,Success,OP107,MC04,None,Stable cycle
CURE00611,PRT007,LOT108,LENS0432,CAV04,8/3/25 10:55,16,124.4,123.8,118,115.27,40.52,42.11,Rework,OP104,MC05,Bubble,Rework needed
CURE00612,PRT003,LOT117,LENS0414,CAV19,8/3/25 11:00,20,119.21,122.73,121,120.35,40.29,44.37,Success,OP103,MC01,None,Stable cycle
CURE00613,PRT005,LOT103,LENS0173,CAV16,8/3/25 11:05,15,122.19,123.95,118,117.49,43.62,46.42,Rework,OP104,MC02,Scratch,Rework needed
