GasMix_ID,Protocol_ID,Lot_ID,DateTime,Gas_Type,FlowRate_sccm,Pressure_psi,Mix_Ratio_percent,Temperature_C,Valve_Status,Status,Operator_ID,Machine_ID,Remarks
GAS00516,PRT003,LOT119,8/3/25 3:00,N2,137.92,36.76,67.26,23.05,Closed,Success,OP110,GMC05,Stable flow
GAS00517,PRT008,LOT111,8/3/25 3:05,O2,283.72,32.82,45.23,20.23,Closed,Fail,OP103,GMC05,Check system
GAS00518,PRT008,LOT116,8/3/25 3:10,N2,176.82,32.47,9.48,24.25,Open,Success,OP104,GMC04,Stable flow
GAS00519,PRT002,LOT118,8/3/25 3:15,N2,177.38,36.02,22.91,22.69,Closed,Success,OP105,GMC04,Stable flow
GAS00520,PRT004,LOT112,8/3/25 3:20,CO2,98.09,32.27,47.18,23.26,Closed,Success,OP104,GMC01,Stable flow
GAS00521,PRT009,LOT110,8/3/25 3:25,N2,119.82,36.81,27.34,29.47,Open,Success,OP108,GMC01,Stable flow
GAS00522,PRT010,LOT116,8/3/25 3:30,O2,162.69,32.91,13.22,20.2,Closed,Success,OP104,GMC02,Stable flow
GAS00523,PRT007,LOT118,8/3/25 3:35,Ar,72.77,35.26,69.77,20.51,Open,Success,OP102,GMC02,Stable flow
GAS00524,PRT010,LOT101,8/3/25 3:40,N2,63.93,31.15,18.65,23.49,Open,Fail,OP101,GMC01,Check system
GAS00525,PRT005,LOT114,8/3/25 3:45,CO2,79.31,36.94,19.01,25.18,Closed,Success,OP101,GMC04,Stable flow
GAS00526,PRT009,LOT102,8/3/25 3:50,O2,149.02,31.49,13.18,27.4,Open,Fail,OP105,GMC04,Check system
GAS00527,PRT010,LOT109,8/3/25 3:55,CO2,102.07,33.08,36.48,21.92,Open,Fail,OP101,GMC01,Check system
GAS00528,PRT007,LOT109,8/3/25 4:00,O2,126.36,32.74,33.8,23.7,Closed,Fail,OP105,GMC02,Check system
GAS00529,PRT006,LOT115,8/3/25 4:05,O2,94.28,32.73,23.09,24.32,Closed,Fail,OP103,GMC05,Check system
GAS00530,PRT007,LOT104,8/3/25 4:10,CO2,55.99,30.41,67.36,22.2,Closed,Success,OP103,GMC04,Stable flow
GAS00531,PRT009,LOT112,8/3/25 4:15,CO2,95.18,33.9,30.68,29.87,Closed,Success,OP105,GMC01,Stable flow
GAS00532,PRT005,LOT113,8/3/25 4:20,N2,82.42,37.78,76.34,22.8,Closed,Fail,OP110,GMC01,Check system
GAS00533,PRT008,LOT118,8/3/25 4:25,Ar,256.76,31.53,68.02,22.93,Open,Fail,OP101,GMC01,Check system
GAS00534,PRT002,LOT108,8/3/25 4:30,Ar,82.18,33.62,33.98,22.88,Open,Fail,OP102,GMC02,Check system
GAS00535,PRT004,LOT103,8/3/25 4:35,O2,67.48,39.48,46.25,21.39,Open,Success,OP102,GMC04,Stable flow
GAS00536,PRT010,LOT100,8/3/25 4:40,Ar,187.26,35.09,33.35,24.24,Closed,Fail,OP103,GMC04,Check system
GAS00537,PRT010,LOT107,8/3/25 4:45,O2,209.31,32.73,62.84,29.25,Closed,Fail,OP108,GMC01,Check system
GAS00538,PRT009,LOT111,8/3/25 4:50,CO2,95.15,39.63,76.34,27.62,Closed,Success,OP109,GMC04,Stable flow
GAS00539,PRT006,LOT105,8/3/25 4:55,N2,253.54,33.15,69.38,23.49,Open,Fail,OP106,GMC03,Check system
GAS00540,PRT010,LOT102,8/3/25 5:00,O2,57.88,30.36,78.63,29.95,Open,Success,OP110,GMC01,Stable flow
GAS00541,PRT002,LOT107,8/3/25 5:05,N2,57.06,37.7,32.9,24.28,Closed,Success,OP101,GMC04,Stable flow
GAS00542,PRT001,LOT113,8/3/25 5:10,O2,170.55,37.31,67.91,20.8,Open,Success,OP106,GMC01,Stable flow
GAS00543,PRT007,LOT111,8/3/25 5:15,N2,196.08,39.04,78.37,28.45,Open,Fail,OP109,GMC04,Check system
GAS00544,PRT010,LOT114,8/3/25 5:20,O2,233.44,35.67,39.55,25.06,Open,Fail,OP106,GMC02,Check system
GAS00545,PRT009,LOT110,8/3/25 5:25,O2,90.96,34.69,38.13,24.01,Closed,Fail,OP107,GMC04,Check system
GAS00546,PRT010,LOT110,8/3/25 5:30,N2,116.64,39.92,43.61,23.9,Open,Fail,OP103,GMC01,Check system
GAS00547,PRT009,LOT119,8/3/25 5:35,Ar,291.17,30.96,23.68,21.5,Open,Fail,OP106,GMC04,Check system
GAS00548,PRT001,LOT101,8/3/25 5:40,CO2,131.71,32.97,40.68,24.93,Closed,Success,OP105,GMC03,Stable flow
GAS00549,PRT010,LOT107,8/3/25 5:45,O2,209.97,32.28,79.25,29.5,Open,Success,OP108,GMC01,Stable flow
GAS00550,PRT006,LOT119,8/3/25 5:50,Ar,83.97,37.86,51.72,20.29,Open,Fail,OP105,GMC04,Check system
GAS00551,PRT003,LOT114,8/3/25 5:55,N2,203.83,34.82,22.79,20.62,Open,Fail,OP105,GMC01,Check system
GAS00552,PRT009,LOT113,8/3/25 6:00,CO2,83.79,34.63,76.9,27.61,Closed,Success,OP109,GMC01,Stable flow
GAS00553,PRT009,LOT106,8/3/25 6:05,CO2,138.66,30.56,19.7,29.54,Closed,Fail,OP109,GMC03,Check system
GAS00554,PRT004,LOT110,8/3/25 6:10,CO2,111.74,39.57,66.12,20.21,Closed,Fail,OP101,GMC01,Check system
GAS00555,PRT001,LOT104,8/3/25 6:15,O2,264.54,35.04,64.78,20.8,Open,Success,OP107,GMC03,Stable flow
GAS00556,PRT007,LOT102,8/3/25 6:20,Ar,193.27,37.88,66.16,26.97,Closed,Fail,OP105,GMC05,Check system
GAS00557,PRT010,LOT118,8/3/25 6:25,CO2,74.71,39.26,50.55,23.17,Open,Success,OP103,GMC03,Stable flow
GAS00558,PRT006,LOT107,8/3/25 6:30,O2,254.65,37.23,33.66,21.48,Closed,Success,OP105,GMC04,Stable flow
GAS00559,PRT008,LOT109,8/3/25 6:35,O2,55.2,31.8,52.67,26.03,Open,Success,OP102,GMC03,Stable flow
GAS00560,PRT008,LOT114,8/3/25 6:40,O2,57.33,32.61,29.07,22.87,Closed,Success,OP104,GMC04,Stable flow
GAS00561,PRT004,LOT118,8/3/25 6:45,N2,293.06,32.65,9.93,28.6,Closed,Fail,OP101,GMC02,Check system
GAS00562,PRT001,LOT110,8/3/25 6:50,O2,215.47,37.24,54.05,24.07,Closed,Fail,OP110,GMC02,Check system
GAS00563,PRT009,LOT119,8/3/25 6:55,O2,224.43,37.99,45.94,29.5,Closed,Fail,OP106,GMC02,Check system
GAS00564,PRT001,LOT115,8/3/25 7:00,Ar,155.44,32.35,64.07,21.57,Open,Success,OP105,GMC01,Stable flow
GAS00565,PRT007,LOT101,8/3/25 7:05,CO2,148.74,39.08,41.4,23.83,Open,Fail,OP103,GMC02,Check system
GAS00566,PRT007,LOT105,8/3/25 7:10,N2,175.87,30.41,36.76,29.91,Open,Fail,OP106,GMC02,Check system
GAS00567,PRT005,LOT111,8/3/25 7:15,O2,246.75,39.69,27.75,26.16,Open,Success,OP110,GMC03,Stable flow
GAS00568,PRT001,LOT111,8/3/25 7:20,N2,148.54,37.91,71.27,29.53,Open,Fail,OP106,GMC04,Check system
GAS00569,PRT004,LOT114,8/3/25 7:25,CO2,216.78,39.3,53.27,23.11,Closed,Fail,OP108,GMC04,Check system
GAS00570,PRT003,LOT114,8/3/25 7:30,CO2,128.84,36.3,72.22,26.75,Open,Success,OP104,GMC05,Stable flow
GAS00571,PRT009,LOT118,8/3/25 7:35,CO2,263.8,37.71,49.41,27.33,Open,Fail,OP103,GMC04,Check system
GAS00572,PRT004,LOT115,8/3/25 7:40,N2,93.42,35.66,37,26.5,Open,Fail,OP101,GMC05,Check system
GAS00573,PRT003,LOT116,8/3/25 7:45,N2,255.47,33.44,24.5,25.95,Closed,Success,OP104,GMC05,Stable flow
GAS00574,PRT002,LOT113,8/3/25 7:50,CO2,292.49,35.79,70.62,28.6,Open,Success,OP105,GMC04,Stable flow
GAS00575,PRT001,LOT105,8/3/25 7:55,Ar,123.01,30.23,37.47,23.03,Closed,Success,OP109,GMC05,Stable flow
GAS00576,PRT004,LOT109,8/3/25 8:00,O2,299.97,36.15,37.15,28.01,Closed,Fail,OP108,GMC05,Check system
GAS00577,PRT004,LOT106,8/3/25 8:05,CO2,268.86,36.26,54.46,28.25,Open,Fail,OP110,GMC04,Check system
GAS00578,PRT008,LOT108,8/3/25 8:10,CO2,262.32,32.11,70.14,26.38,Open,Success,OP101,GMC04,Stable flow
GAS00579,PRT005,LOT120,8/3/25 8:15,Ar,238.92,32.75,48.39,21.63,Closed,Fail,OP107,GMC03,Check system
GAS00580,PRT010,LOT103,8/3/25 8:20,O2,158.9,32.04,42.96,29.24,Closed,Success,OP106,GMC05,Stable flow
GAS00581,PRT001,LOT101,8/3/25 8:25,O2,216.74,38.64,69.82,20.33,Closed,Fail,OP101,GMC04,Check system
GAS00582,PRT004,LOT115,8/3/25 8:30,O2,202.07,33.19,52.51,20.43,Closed,Fail,OP107,GMC02,Check system
GAS00583,PRT002,LOT103,8/3/25 8:35,CO2,217.55,36.75,40.55,29.91,Closed,Success,OP108,GMC01,Stable flow
GAS00584,PRT002,LOT119,8/3/25 8:40,O2,240.21,30.39,38.23,29.4,Open,Success,OP103,GMC05,Stable flow
GAS00585,PRT008,LOT113,8/3/25 8:45,Ar,54.83,37.42,48.9,21.5,Open,Success,OP106,GMC03,Stable flow
GAS00586,PRT004,LOT120,8/3/25 8:50,Ar,265.39,39.54,53.64,28.44,Closed,Success,OP104,GMC04,Stable flow
GAS00587,PRT005,LOT120,8/3/25 8:55,N2,271.13,35.76,69.24,27.69,Open,Fail,OP104,GMC05,Check system
GAS00588,PRT008,LOT110,8/3/25 9:00,CO2,283.59,32.71,14.87,27.28,Closed,Fail,OP108,GMC04,Check system
GAS00589,PRT010,LOT100,8/3/25 9:05,CO2,254.24,33.84,51.58,27.16,Closed,Fail,OP104,GMC01,Check system
GAS00590,PRT005,LOT117,8/3/25 9:10,CO2,112.57,39.86,70.82,24.3,Closed,Fail,OP110,GMC05,Check system
GAS00591,PRT005,LOT119,8/3/25 9:15,O2,192.72,37.14,5.66,26.28,Open,Fail,OP104,GMC04,Check system
GAS00592,PRT004,LOT118,8/3/25 9:20,Ar,223,32.01,49.78,21.69,Open,Success,OP101,GMC02,Stable flow
GAS00593,PRT008,LOT112,8/3/25 9:25,Ar,267.58,39.28,47.56,20.77,Open,Success,OP104,GMC03,Stable flow
GAS00594,PRT008,LOT106,8/3/25 9:30,N2,64.84,37.17,63.34,22.88,Closed,Fail,OP102,GMC04,Check system
GAS00595,PRT003,LOT104,8/3/25 9:35,N2,126.06,31.58,24.88,25.6,Closed,Success,OP103,GMC03,Stable flow
GAS00596,PRT001,LOT102,8/3/25 9:40,N2,138.18,33.89,70,24.92,Closed,Fail,OP105,GMC03,Check system
GAS00597,PRT003,LOT105,8/3/25 9:45,O2,284.84,35.61,17.82,21.69,Open,Fail,OP109,GMC01,Check system
GAS00598,PRT005,LOT106,8/3/25 9:50,Ar,56.65,39.77,22.94,28.21,Open,Success,OP108,GMC04,Stable flow
GAS00599,PRT003,LOT113,8/3/25 9:55,Ar,128.67,35.09,70.33,26.97,Closed,Fail,OP102,GMC03,Check system
GAS00600,PRT010,LOT120,8/3/25 10:00,CO2,203.54,34.13,62.41,21.94,Closed,Fail,OP105,GMC02,Check system
GAS00601,PRT008,LOT109,8/3/25 10:05,Ar,199.1,37.18,71.17,26.07,Open,Success,OP105,GMC03,Stable flow
GAS00602,PRT010,LOT116,8/3/25 10:10,Ar,165.01,37.16,79.84,22.93,Closed,Success,OP106,GMC05,Stable flow
GAS00603,PRT009,LOT108,8/3/25 10:15,O2,280.56,36.66,18.9,21.39,Open,Fail,OP107,GMC04,Check system
GAS00604,PRT004,LOT112,8/3/25 10:20,N2,271.74,32,25.84,26.82,Open,Fail,OP103,GMC02,Check system
GAS00605,PRT007,LOT104,8/3/25 10:25,Ar,178.9,30.43,9.07,22.14,Closed,Success,OP101,GMC04,Stable flow
GAS00606,PRT007,LOT108,8/3/25 10:30,Ar,116.31,31.7,35.28,28.71,Open,Success,OP109,GMC01,Stable flow
GAS00607,PRT010,LOT114,8/3/25 10:35,N2,187.77,38.12,39.61,24.81,Closed,Success,OP109,GMC02,Stable flow
GAS00608,PRT003,LOT106,8/3/25 10:40,N2,202.02,35.47,68.28,22.24,Closed,Fail,OP108,GMC05,Check system
GAS00609,PRT010,LOT105,8/3/25 10:45,Ar,66.83,33.08,58.45,22.52,Open,Success,OP104,GMC03,Stable flow
GAS00610,PRT007,LOT106,8/3/25 10:50,Ar,104.37,37.9,41.78,25.58,Open,Fail,OP107,GMC01,Check system
GAS00611,PRT007,LOT108,8/3/25 10:55,CO2,84.83,35.46,48.92,26.21,Closed,Success,OP104,GMC01,Stable flow
GAS00612,PRT003,LOT117,8/3/25 11:00,O2,238.14,38.62,7.94,26.01,Closed,Fail,OP103,GMC04,Check system
GAS00613,PRT005,LOT103,8/3/25 11:05,O2,288.22,39.99,16.55,22.87,Open,Success,OP104,GMC04,Stable flow
GAS00614,PRT007,LOT120,8/3/25 11:10,CO2,73.46,34.83,49.88,28.12,Open,Fail,OP102,GMC02,Check system
GAS00615,PRT010,LOT104,8/3/25 11:15,O2,274.05,32.21,73.82,24.31,Closed,Success,OP106,GMC02,Stable flow
GAS00616,PRT002,LOT103,8/3/25 11:20,Ar,167.27,38.88,51.3,22.42,Closed,Success,OP105,GMC01,Stable flow
GAS00617,PRT006,LOT104,8/3/25 11:25,N2,242.37,32.37,22.61,22.57,Open,Fail,OP104,GMC04,Check system
GAS00618,PRT002,LOT103,8/3/25 11:30,CO2,90.29,38.36,73.85,22.36,Open,Fail,OP103,GMC05,Check system
GAS00619,PRT002,LOT117,8/3/25 11:35,Ar,152.08,39.19,10.73,23.21,Closed,Success,OP105,GMC03,Stable flow
GAS00620,PRT010,LOT119,8/3/25 11:40,O2,241.21,34.62,11.55,24.82,Closed,Fail,OP105,GMC05,Check system
GAS00621,PRT002,LOT110,8/3/25 11:45,N2,176.95,38.65,59.81,23.45,Closed,Success,OP107,GMC04,Stable flow
GAS00622,PRT004,LOT107,8/3/25 11:50,Ar,200.2,34.57,26.95,20.94,Closed,Fail,OP101,GMC03,Check system
GAS00623,PRT002,LOT102,8/3/25 11:55,CO2,65.27,35.53,69.8,22.33,Open,Fail,OP110,GMC05,Check system
GAS00624,PRT005,LOT112,8/3/25 12:00,O2,262.14,39.76,67.15,23.98,Closed,Fail,OP101,GMC05,Check system
GAS00625,PRT003,LOT104,8/3/25 12:05,Ar,168.99,39.43,6.59,23.98,Open,Success,OP106,GMC01,Stable flow
GAS00626,PRT006,LOT102,8/3/25 12:10,Ar,59.98,33.81,68.45,21.77,Open,Fail,OP103,GMC03,Check system
GAS00627,PRT003,LOT119,8/3/25 12:15,CO2,80.41,37.13,54.71,21.7,Open,Fail,OP107,GMC02,Check system
GAS00628,PRT009,LOT110,8/3/25 12:20,N2,110.78,36.49,79.27,21.42,Open,Success,OP107,GMC04,Stable flow
GAS00629,PRT005,LOT117,8/3/25 12:25,N2,259.94,36.48,44.28,27.44,Closed,Fail,OP108,GMC03,Check system
GAS00630,PRT005,LOT107,8/3/25 12:30,CO2,94.18,37.58,35.73,22.68,Closed,Success,OP108,GMC02,Stable flow
GAS00631,PRT003,LOT103,8/3/25 12:35,CO2,295.58,34.21,12,25.24,Open,Success,OP110,GMC02,Stable flow
GAS00632,PRT010,LOT108,8/3/25 12:40,Ar,295.76,32.03,76.72,21.94,Closed,Fail,OP107,GMC01,Check system
GAS00633,PRT006,LOT108,8/3/25 12:45,Ar,58.01,38.99,44.03,21.35,Closed,Success,OP107,GMC04,Stable flow
GAS00634,PRT010,LOT109,8/3/25 12:50,O2,86.7,39.94,32.19,29.4,Closed,Fail,OP102,GMC04,Check system
GAS00635,PRT003,LOT113,8/3/25 12:55,CO2,52.01,31.44,63.14,21.77,Closed,Fail,OP109,GMC03,Check system
GAS00636,PRT003,LOT103,8/3/25 13:00,O2,184.37,33.23,32.37,23.47,Closed,Success,OP102,GMC05,Stable flow
GAS00637,PRT010,LOT116,8/3/25 13:05,N2,297.85,36.36,39.18,26.84,Closed,Success,OP109,GMC05,Stable flow
GAS00638,PRT005,LOT120,8/3/25 13:10,Ar,84.24,31.87,16.52,24,Open,Fail,OP103,GMC04,Check system
GAS00639,PRT007,LOT109,8/3/25 13:15,Ar,79.11,33.52,43.34,21.99,Open,Fail,OP105,GMC04,Check system
GAS00640,PRT010,LOT100,8/3/25 13:20,CO2,261.92,33.64,76.56,20.5,Closed,Fail,OP103,GMC04,Check system
GAS00641,PRT007,LOT112,8/3/25 13:25,N2,113.05,39.4,24.07,29.89,Closed,Fail,OP109,GMC03,Check system
GAS00642,PRT005,LOT106,8/3/25 13:30,O2,196.25,35.8,15.94,28.39,Open,Success,OP108,GMC01,Stable flow
GAS00643,PRT005,LOT100,8/3/25 13:35,Ar,298.23,34.9,52.52,24.94,Open,Fail,OP102,GMC05,Check system
GAS00644,PRT004,LOT102,8/3/25 13:40,Ar,201.95,38.74,38.07,21.69,Closed,Fail,OP101,GMC01,Check system
GAS00645,PRT009,LOT117,8/3/25 13:45,Ar,237.03,30.47,18.19,21.36,Open,Fail,OP104,GMC02,Check system
GAS00646,PRT010,LOT103,8/3/25 13:50,O2,292.34,34.6,72.23,24.84,Closed,Success,OP102,GMC01,Stable flow
GAS00647,PRT004,LOT105,8/3/25 13:55,N2,210.19,35.88,23.02,26.63,Closed,Fail,OP108,GMC04,Check system
GAS00648,PRT001,LOT104,8/3/25 14:00,Ar,196.76,36.1,14.39,20.99,Closed,Fail,OP102,GMC05,Check system
GAS00649,PRT007,LOT101,8/3/25 14:05,Ar,147.37,31.44,22.01,27.79,Closed,Success,OP105,GMC04,Stable flow
GAS00650,PRT003,LOT104,8/3/25 14:10,Ar,146.64,36.43,56.68,23.7,Open,Success,OP104,GMC04,Stable flow
GAS00651,PRT003,LOT117,8/3/25 14:15,Ar,125.1,35.73,13.43,28.6,Closed,Fail,OP108,GMC01,Check system
GAS00652,PRT005,LOT113,8/3/25 14:20,CO2,130.67,39.02,67.83,21.96,Closed,Success,OP105,GMC05,Stable flow
GAS00653,PRT005,LOT106,8/3/25 14:25,O2,58.03,38.92,68.24,20.95,Closed,Success,OP110,GMC04,Stable flow
GAS00654,PRT009,LOT119,8/3/25 14:30,O2,247.55,38.85,33.27,27.04,Closed,Success,OP105,GMC03,Stable flow
GAS00655,PRT006,LOT100,8/3/25 14:35,O2,228.82,32.43,79.45,21.92,Open,Fail,OP109,GMC03,Check system
GAS00656,PRT004,LOT107,8/3/25 14:40,O2,221.42,38.95,23.61,27.65,Closed,Fail,OP110,GMC05,Check system
GAS00657,PRT007,LOT111,8/3/25 14:45,Ar,144.91,34.16,62.09,22.1,Closed,Fail,OP104,GMC04,Check system
GAS00658,PRT007,LOT119,8/3/25 14:50,O2,203.92,30.02,17.4,20.44,Open,Success,OP107,GMC02,Stable flow
GAS00659,PRT009,LOT103,8/3/25 14:55,O2,98.18,35.11,6.42,26.94,Open,Fail,OP104,GMC05,Check system
GAS00660,PRT009,LOT108,8/3/25 15:00,N2,60.31,38.45,35.14,23.43,Open,Fail,OP102,GMC03,Check system
GAS00661,PRT005,LOT117,8/3/25 15:05,Ar,265.63,35.83,16.89,28.87,Closed,Fail,OP107,GMC03,Check system
GAS00662,PRT002,LOT105,8/3/25 15:10,N2,275.77,31.89,76.4,20.72,Closed,Fail,OP109,GMC03,Check system
GAS00663,PRT006,LOT118,8/3/25 15:15,CO2,98.87,34.74,58.41,21.55,Closed,Fail,OP108,GMC05,Check system
GAS00664,PRT005,LOT116,8/3/25 15:20,CO2,144.26,39.08,19.86,22.52,Closed,Success,OP107,GMC03,Stable flow
GAS00665,PRT001,LOT107,8/3/25 15:25,CO2,173.56,30.48,27.98,22.05,Closed,Fail,OP106,GMC05,Check system
GAS00666,PRT007,LOT118,8/3/25 15:30,Ar,264.87,30.04,19.04,23.03,Open,Fail,OP106,GMC02,Check system
GAS00667,PRT003,LOT119,8/3/25 15:35,Ar,175.84,38.36,79.9,24.17,Open,Success,OP102,GMC03,Stable flow
GAS00668,PRT003,LOT102,8/3/25 15:40,O2,89.95,36.25,66.88,27.98,Closed,Fail,OP103,GMC05,Check system
GAS00669,PRT009,LOT104,8/3/25 15:45,CO2,176.33,37.82,36.34,20.77,Closed,Success,OP105,GMC05,Stable flow
GAS00670,PRT004,LOT104,8/3/25 15:50,Ar,188.38,37.91,41.08,25.01,Open,Success,OP102,GMC04,Stable flow
GAS00671,PRT010,LOT108,8/3/25 15:55,Ar,76.93,38.45,68.79,27.54,Closed,Success,OP102,GMC02,Stable flow
GAS00672,PRT003,LOT118,8/3/25 16:00,N2,124.56,39.5,63.85,24.19,Open,Fail,OP101,GMC05,Check system
GAS00673,PRT010,LOT110,8/3/25 16:05,CO2,163.79,37.51,25.92,21.94,Closed,Success,OP108,GMC01,Stable flow
GAS00674,PRT004,LOT112,8/3/25 16:10,O2,116.24,32.77,16.96,25.64,Closed,Fail,OP107,GMC01,Check system
GAS00675,PRT001,LOT104,8/3/25 16:15,O2,171.45,32.28,21.05,24.65,Open,Success,OP103,GMC04,Stable flow
GAS00676,PRT006,LOT109,8/3/25 16:20,O2,124.74,39.56,10.35,21.3,Open,Fail,OP103,GMC01,Check system
GAS00677,PRT010,LOT114,8/3/25 16:25,Ar,219.82,30.24,35.33,20.3,Open,Fail,OP106,GMC05,Check system
GAS00678,PRT009,LOT115,8/3/25 16:30,N2,141.07,33.06,55.61,21.68,Open,Success,OP109,GMC04,Stable flow
GAS00679,PRT002,LOT115,8/3/25 16:35,Ar,75.83,37.94,74.76,29.11,Closed,Success,OP105,GMC03,Stable flow
GAS00680,PRT003,LOT106,8/3/25 16:40,O2,290.44,33.32,59.4,20.53,Open,Fail,OP104,GMC03,Check system
GAS00681,PRT009,LOT115,8/3/25 16:45,Ar,154.67,30.59,76.16,26.61,Open,Success,OP101,GMC04,Stable flow
GAS00682,PRT004,LOT110,8/3/25 16:50,Ar,275.27,37.27,78.36,24.39,Open,Success,OP105,GMC02,Stable flow
GAS00683,PRT004,LOT104,8/3/25 16:55,N2,211.79,36.79,77.39,22.24,Open,Success,OP105,GMC05,Stable flow
GAS00684,PRT006,LOT100,8/3/25 17:00,N2,247.64,34.75,78.38,22.98,Closed,Success,OP102,GMC01,Stable flow
GAS00685,PRT003,LOT110,8/3/25 17:05,N2,153.28,37.62,12.29,26.88,Closed,Success,OP102,GMC05,Stable flow
GAS00686,PRT001,LOT113,8/3/25 17:10,CO2,50.13,38.63,15.5,28.32,Open,Fail,OP109,GMC04,Check system
GAS00687,PRT004,LOT107,8/3/25 17:15,Ar,123.34,32.74,50.62,26.72,Closed,Fail,OP105,GMC03,Check system
GAS00688,PRT004,LOT113,8/3/25 17:20,N2,158.05,33.59,5.57,20.46,Open,Success,OP102,GMC05,Stable flow
GAS00689,PRT003,LOT116,8/3/25 17:25,O2,147.47,32.44,24.6,27.84,Open,Fail,OP107,GMC03,Check system
GAS00690,PRT008,LOT100,8/3/25 17:30,CO2,244.14,36.63,51.17,22.75,Closed,Success,OP110,GMC05,Stable flow
GAS00691,PRT010,LOT112,8/3/25 17:35,O2,150.42,39.87,56.57,28.07,Closed,Fail,OP107,GMC01,Check system
GAS00692,PRT009,LOT112,8/3/25 17:40,O2,238.99,38.31,41.69,20.47,Closed,Success,OP106,GMC03,Stable flow
GAS00693,PRT007,LOT110,8/3/25 17:45,Ar,223,38.33,78.23,22.25,Closed,Fail,OP108,GMC02,Check system
GAS00694,PRT003,LOT114,8/3/25 17:50,O2,294.02,35.86,51.08,29.91,Closed,Fail,OP102,GMC02,Check system
GAS00695,PRT002,LOT101,8/3/25 17:55,N2,197.09,33.26,42.64,28.97,Closed,Success,OP110,GMC04,Stable flow
GAS00696,PRT002,LOT113,8/3/25 18:00,O2,107.32,36.11,40.84,20.2,Closed,Success,OP107,GMC02,Stable flow
GAS00697,PRT006,LOT107,8/3/25 18:05,O2,67.03,39.44,57.4,27.83,Open,Success,OP106,GMC05,Stable flow
GAS00698,PRT006,LOT110,8/3/25 18:10,N2,197.03,39.63,11.87,26.05,Open,Fail,OP104,GMC01,Check system
GAS00699,PRT006,LOT103,8/3/25 18:15,N2,91.02,36.87,62.03,25.24,Open,Success,OP108,GMC02,Stable flow
GAS00700,PRT007,LOT104,8/3/25 18:20,N2,191.59,30.47,27.64,27.41,Closed,Fail,OP102,GMC01,Check system
GAS00701,PRT004,LOT108,8/3/25 18:25,CO2,70.18,33.04,12.9,24.68,Open,Fail,OP102,GMC02,Check system
GAS00702,PRT004,LOT116,8/3/25 18:30,CO2,141.07,30.82,16.4,26.68,Open,Fail,OP107,GMC01,Check system
GAS00703,PRT007,LOT111,8/3/25 18:35,CO2,231.13,34.32,49.73,27.06,Closed,Fail,OP108,GMC03,Check system
GAS00704,PRT004,LOT105,8/3/25 18:40,O2,125.94,33.64,53.56,26.3,Closed,Success,OP104,GMC05,Stable flow
GAS00705,PRT002,LOT108,8/3/25 18:45,CO2,261.21,37.95,72.64,23.3,Open,Fail,OP108,GMC02,Check system
GAS00706,PRT008,LOT113,8/3/25 18:50,Ar,266.4,33.56,73.99,23.83,Open,Fail,OP107,GMC05,Check system
GAS00707,PRT008,LOT104,8/3/25 18:55,O2,216.8,34.35,18.33,25.28,Open,Fail,OP101,GMC01,Check system
GAS00708,PRT003,LOT118,8/3/25 19:00,O2,131.85,35.3,64.51,20.98,Open,Success,OP106,GMC01,Stable flow
GAS00709,PRT007,LOT110,8/3/25 19:05,Ar,278.55,30.49,67.67,24.32,Open,Success,OP103,GMC01,Stable flow
GAS00710,PRT001,LOT104,8/3/25 19:10,O2,86.34,38.41,42.81,27.46,Open,Success,OP106,GMC05,Stable flow
GAS00711,PRT006,LOT114,8/3/25 19:15,O2,235.21,30.27,43.96,29.26,Open,Fail,OP108,GMC02,Check system
GAS00712,PRT010,LOT101,8/3/25 19:20,O2,220.2,31.72,57.14,23.03,Open,Fail,OP105,GMC01,Check system
GAS00713,PRT003,LOT102,8/3/25 19:25,CO2,92.34,37.39,25.51,26.84,Open,Fail,OP109,GMC05,Check system
GAS00714,PRT005,LOT101,8/3/25 19:30,CO2,226.04,38.03,11.53,21.12,Closed,Fail,OP107,GMC04,Check system
GAS00715,PRT004,LOT115,8/3/25 19:35,CO2,294.61,30.38,8.35,27.82,Closed,Fail,OP108,GMC05,Check system
GAS00716,PRT001,LOT110,8/3/25 19:40,Ar,272.35,38.85,5.96,26.58,Closed,Success,OP105,GMC05,Stable flow
GAS00717,PRT010,LOT112,8/3/25 19:45,CO2,193.24,35.67,44.15,27.83,Closed,Success,OP109,GMC01,Stable flow
GAS00718,PRT007,LOT101,8/3/25 19:50,O2,170.08,38.4,68.77,21.27,Open,Success,OP110,GMC05,Stable flow
GAS00719,PRT001,LOT110,8/3/25 19:55,N2,232.46,30.83,62.78,24.94,Open,Success,OP101,GMC01,Stable flow
GAS00720,PRT003,LOT119,8/3/25 20:00,Ar,168.47,33.44,45.84,26.28,Open,Success,OP107,GMC02,Stable flow
GAS00721,PRT004,LOT103,8/3/25 20:05,N2,290.52,39.12,75.58,20.35,Closed,Fail,OP105,GMC05,Check system
GAS00722,PRT009,LOT104,8/3/25 20:10,O2,285.53,31.72,25.04,21.75,Closed,Fail,OP102,GMC04,Check system
GAS00723,PRT005,LOT108,8/3/25 20:15,O2,263.4,30.19,22.22,21.78,Open,Success,OP108,GMC04,Stable flow
GAS00724,PRT005,LOT100,8/3/25 20:20,N2,180.53,38.97,6,28.73,Closed,Success,OP102,GMC01,Stable flow
